Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",case,DESIGN_FEATURES,implicit,neutral,EAIO
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",keyboard,DESIGN_FEATURES,implicit,positive,EAIO
- the battery life is at least 8 hours .,battery,OPERATION_PERFORMANCE,implicit,positive,EAIO
"- the keys , often described as mushy , still have a decent click and distance to them .",keys,DESIGN_FEATURES,decent,positive,EAEO
- the backlit keyboard looks nice .,backlit,DESIGN_FEATURES,nice,positive,EAEO
- i swear my screen periodically changes brightness but i can ' t tell if this is my imagination or not .,screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
- the webcam sucks but i don ' t care about that .,webcam,OPERATION_PERFORMANCE,sucks,negative,EAEO
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",hdd,USABILITY,upgradeable,positive,EAEO
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",512,USABILITY,fine,positive,EAEO
- windows 10 ( do i really need to list the drawbacks of 10 ?,windows,OPERATION_PERFORMANCE,implicit,negative,EAIO
"the e15 has a bright , 1080p screen - text is extremely sharp .",screen,DESIGN_FEATURES,bright,positive,EAEO
"the e15 has a bright , 1080p screen - text is extremely sharp .",screen,DESIGN_FEATURES,sharp,positive,EAEO
i also really like the finish on the case .,case,DESIGN_FEATURES,like,positive,EAEO
"i wish the power cord were longer , but that ' s minor .",power,DESIGN_FEATURES,implicit,neutral,EAIO
"all in all , i ' m really glad i got this machine .",machine,DESIGN_FEATURES,glad,positive,EAEO
it has served me very well ever since .,implicit,OPERATION_PERFORMANCE,well,positive,IAEO
so kudos to acer for the keyboard !,keyboard,GENERAL,kudos,positive,EAEO
so kudos to acer for the keyboard !,acer,GENERAL,kudos,positive,EAEO
this laptop has an amazing price for the hardware it offers .,laptop,PRICE,amazing,positive,EAEO
this laptop has an amazing price for the hardware it offers .,hardware,PRICE,amazing,positive,EAEO
multiple ports for anything you need .,ports,GENERAL,implicit,positive,EAIO
decent sized track pad .,track,DESIGN_FEATURES,decent,positive,EAEO
screen is ips .,screen,GENERAL,implicit,neutral,EAIO
i figured out the day i got this laptop why the company was able to keep the price of this laptop even with the great hardware inside .,implicit,PRICE,implicit,positive,IAIO
it cost 8 dollars and shipping is not cheap .,shipping,PRICE,not,negative,EAEO
taking off the entire back of the laptop is very difficult .,laptop,DESIGN_FEATURES,difficult,negative,EAEO
overall the laptop is great for its price .,laptop,PRICE,great,positive,EAEO
i should also mention that i got this laptop when it was 100 dollars off .,laptop,PRICE,implicit,positive,EAIO
great laptop for expansion and upgrade .,laptop,DESIGN_FEATURES,great,positive,EAEO
all in all it is a great machine .,machine,GENERAL,great,positive,EAEO
best laptop i ' ve ever owned .,laptop,GENERAL,best,positive,EAEO
this computer lives up to its expectations .,computer,GENERAL,implicit,positive,EAIO
"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me .",sound,QUALITY,ok,neutral,EAEO
"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me .",sound,QUALITY,',neutral,EAEO
"from the moment i opened it , i was thoroughly pleased .",implicit,GENERAL,pleased,positive,IAEO
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,implicit,OPERATION_PERFORMANCE,smoothly,positive,IAEO
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,implicit,PRICE,implicit,positive,IAIO
superb value for money and powerful performance from this quad core computer .,quad,OPERATION_PERFORMANCE,powerful,positive,EAEO
superb value for money and powerful performance from this quad core computer .,quad,PRICE,superb,positive,EAEO
it has and does everything it should .,implicit,OPERATION_PERFORMANCE,implicit,positive,IAIO
"screen is bright , doesn ' t feel heavy .",screen,DESIGN_FEATURES,bright,positive,EAEO
"screen is bright , doesn ' t feel heavy .",screen,DESIGN_FEATURES,',positive,EAEO
"i ' m not a power user , so it is perfect for my needs .",implicit,OPERATION_PERFORMANCE,perfect,positive,IAEO
keys type nicely .,keys,OPERATION_PERFORMANCE,nicely,positive,EAEO
"only wish the power button was somewhere else , its too easy to hit accidentally .",power,DESIGN_FEATURES,implicit,negative,EAIO
this laptop has handled everything i have thrown at it .,laptop,OPERATION_PERFORMANCE,implicit,positive,EAIO
the screen looks good despite some other reviews .,screen,GENERAL,good,positive,EAEO
my cpu also runs over 3ghz most of the time with no heating issues either .,cpu,OPERATION_PERFORMANCE,implicit,positive,EAIO
after running good for the initial 25 first days it won ' t power on .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
i still find the one piece touch pads unreliable to use even after all the tweaking .,touch,OPERATION_PERFORMANCE,unreliable,negative,EAEO
"my first time with a solid state drive , very nice quick and quiet .",solid,OPERATION_PERFORMANCE,nice,positive,EAEO
"my first time with a solid state drive , very nice quick and quiet .",solid,OPERATION_PERFORMANCE,quiet,positive,EAEO
i will painfully learn the new pads .,pads,USABILITY,painfully,negative,EAEO
this is a light - use business laptop that we ' ve had for a month .,laptop,PORTABILITY,light,positive,EAEO
"the screen is more than sufficient for non - gaming , business use , and it seems as fast as expected .",screen,OPERATION_PERFORMANCE,sufficient,positive,EAEO
"the screen is more than sufficient for non - gaming , business use , and it seems as fast as expected .",screen,OPERATION_PERFORMANCE,fast,positive,EAEO
"i ' ve owned several acer monitors that i ' ve always been pleased with , but this is the first computer .",acer,GENERAL,pleased,positive,EAEO
"i ' ve owned several acer monitors that i ' ve always been pleased with , but this is the first computer .",computer,GENERAL,pleased,positive,EAEO
"anyways , i am a bit sad that the ssd is a bit hidden and with very low memory , especially since i launched it and had to deal with half of it being full of bloatware ( btw , anyone who is looking for playing games on it , remember that the ssd will be faster and better at handling them , not the hard drive , all your programs and games should be installed to the ssd , all your files to the hard drive for those who don ' t know ) of course , with a little luck , that is fixable .",ssd,DESIGN_FEATURES,luck,positive,EAEO
"anyways , i am a bit sad that the ssd is a bit hidden and with very low memory , especially since i launched it and had to deal with half of it being full of bloatware ( btw , anyone who is looking for playing games on it , remember that the ssd will be faster and better at handling them , not the hard drive , all your programs and games should be installed to the ssd , all your files to the hard drive for those who don ' t know ) of course , with a little luck , that is fixable .",ssd,DESIGN_FEATURES,fixable,positive,EAEO
the screen looks great ( though maybe not if all you do is look at 4k resolution ) and the keyboard response feels pretty good .,screen,DESIGN_FEATURES,great,positive,EAEO
the screen looks great ( though maybe not if all you do is look at 4k resolution ) and the keyboard response feels pretty good .,keyboard,OPERATION_PERFORMANCE,good,positive,EAEO
"the battery life is not quite as long as advertised , but i can get through daily life just fine without lugging my charger everywhere .",battery,OPERATION_PERFORMANCE,fine,neutral,EAEO
to get the features like this good luck .,implicit,GENERAL,good,positive,IAEO
"its so fast just click and 1 to 2 seconds it shuffles through youtube , videos , web pages , any thing .",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
people said it wasn ' t bright enough but i run at 50 to 75 percent and its white bright .,implicit,OPERATION_PERFORMANCE,implicit,positive,IAIO
"for the price , it ' s a solid laptop .",laptop,PRICE,solid,positive,EAEO
the keyboard is easy to type on ( and the backlight is an added plus ) .,keyboard,OPERATION_PERFORMANCE,easy,positive,EAEO
the keyboard is easy to type on ( and the backlight is an added plus ) .,backlight,OPERATION_PERFORMANCE,plus,positive,EAEO
you ' re not gon na find a deal like this too often .,implicit,PRICE,implicit,positive,IAIO
"it ' s not perfect , but for casual users it ' s a steal .",implicit,GENERAL,not,positive,IAEO
i love this laptop !,laptop,GENERAL,love,positive,EAEO
"i have the intel core i7 , soooo fast !",intel,OPERATION_PERFORMANCE,fast,positive,EAEO
comfortable keyboard !,keyboard,OPERATION_PERFORMANCE,comfortable,positive,EAEO
love the cortana !,cortana,GENERAL,love,positive,EAEO
first time user for windows 10 and it ' s pretty good .,windows,GENERAL,good,positive,EAEO
was very easy to add memory .,implicit,USABILITY,easy,positive,IAEO
the acer is similar but bigger and heavier .,acer,DESIGN_FEATURES,bigger,negative,EAEO
the acer is similar but bigger and heavier .,acer,DESIGN_FEATURES,heavier,negative,EAEO
hope this review can save others from the initial hassle i endured because the chromebook 3 looks terrific in any other way .,chromebook,GENERAL,terrific,positive,EAEO
i bought the 4gb model which will hopefully last me a few years but it ' s nice and snappy now .,4gb,GENERAL,hopefully,positive,EAEO
i bought the 4gb model which will hopefully last me a few years but it ' s nice and snappy now .,4gb,GENERAL,nice,positive,EAEO
i bought the 4gb model which will hopefully last me a few years but it ' s nice and snappy now .,4gb,GENERAL,snappy,positive,EAEO
the 16gb of ssd storage is perfect as i use it for school and the biggest file i might be storing would be a picture .,ssd,GENERAL,perfect,positive,EAEO
it integrates perfectly with my google account !,implicit,USABILITY,perfectly,positive,IAEO
"it ' s lightweight , has a long battery life and although it ' s smaller than a standard laptop , the keyboard is easy to use .",battery,QUALITY,long,positive,EAEO
"it ' s lightweight , has a long battery life and although it ' s smaller than a standard laptop , the keyboard is easy to use .",implicit,DESIGN_FEATURES,implicit,neutral,IAIO
"it ' s lightweight , has a long battery life and although it ' s smaller than a standard laptop , the keyboard is easy to use .",keyboard,GENERAL,easy,positive,EAEO
the only thing i ' m bummed about is the lack of google play .,google,GENERAL,lack,negative,EAEO
i ' ve gotten more use out of this thing than i first envisioned .,implicit,USABILITY,implicit,positive,IAIO
i added an sd card which has expanded on the 16gb of storage .,sd,GENERAL,implicit,neutral,EAIO
i have been using a chromebook now for three years and am totally satisfied .,chromebook,GENERAL,satisfied,positive,EAEO
for the price you can ' t beat a chromebook .,chromebook,PRICE,implicit,positive,EAIO
chromebooks are light weight and start up immediately and are very easy to use .,chromebooks,DESIGN_FEATURES,light,positive,EAEO
chromebooks are light weight and start up immediately and are very easy to use .,chromebooks,OPERATION_PERFORMANCE,implicit,positive,EAIO
chromebooks are light weight and start up immediately and are very easy to use .,chromebooks,USABILITY,easy,positive,EAEO
my old chromebook is an acer and i ' ve had absolutely no problems with it .,acer,GENERAL,implicit,positive,EAIO
"this samsung works as expected and is a good , basic chromebook .",samsung,GENERAL,good,positive,EAEO
i love this chromebook !,chromebook,GENERAL,love,positive,EAEO
"the keyboard is easy to use , and there is no external noise to contend with .",keyboard,OPERATION_PERFORMANCE,easy,positive,EAEO
it is fantastic for the things that i need a computer for .,implicit,GENERAL,fantastic,positive,IAEO
"i highly recommend the samsung chromebook for browsing the internet , and for note taking .",samsung,USABILITY,recommend,positive,EAEO
it ' s lightweight and fits easily in a tote or backpack .,implicit,DESIGN_FEATURES,lightweight,positive,IAEO
it holds up well .,implicit,PORTABILITY,well,positive,IAEO
i use it sort of all day and night and i haven ' t found anything it won ' t do .,implicit,GENERAL,implicit,positive,IAIO
occasionally it will get sort of slow and then i ' ll go to settings and clear the image cache and that takes care of it .,implicit,OPERATION_PERFORMANCE,slow,neutral,IAEO
the keyboard is nice .,keyboard,GENERAL,nice,positive,EAEO
i type 100 wpm and i like the keyboard and touch pad a lot .,keyboard,GENERAL,like,positive,EAEO
i type 100 wpm and i like the keyboard and touch pad a lot .,touch,GENERAL,like,positive,EAEO
the keys are responsive and quiet .,keys,OPERATION_PERFORMANCE,responsive,positive,EAEO
the keys are responsive and quiet .,keys,OPERATION_PERFORMANCE,quiet,positive,EAEO
the power cord is super compact and is just the plug and cord with no big clunky thing on it .,power,DESIGN_FEATURES,compact,positive,EAEO
google updates are super fast .,google,OPERATION_PERFORMANCE,fast,positive,EAEO
it ' s absolutely silent .,implicit,QUALITY,silent,positive,IAEO
no fans grinding away .,fans,QUALITY,implicit,positive,EAIO
i sit with it in my lap all day long and it never gets hot .,implicit,QUALITY,implicit,positive,IAIO
i don ' t play video games but i imagine that it would play cloud - based games fine .,implicit,OPERATION_PERFORMANCE,fine,positive,IAEO
i ' ve inadvertently had more than a dozen youtube videos playing at the same time and it was sort of noisy but it wasn ' t lagging .,implicit,OPERATION_PERFORMANCE,noisy,negative,IAEO
i ' ve inadvertently had more than a dozen youtube videos playing at the same time and it was sort of noisy but it wasn ' t lagging .,implicit,OPERATION_PERFORMANCE,implicit,positive,IAIO
the only program i couldn ' t find a cloud solution for was scrivener .,scrivener,USABILITY,implicit,neutral,EAIO
it holds up to constant use and it ' s really sturdy despite being really slim and lightweight .,implicit,DESIGN_FEATURES,slim,positive,IAEO
it holds up to constant use and it ' s really sturdy despite being really slim and lightweight .,implicit,DESIGN_FEATURES,lightweight,positive,IAEO
it holds up to constant use and it ' s really sturdy despite being really slim and lightweight .,implicit,QUALITY,sturdy,positive,IAEO
"i have used this computer daily now for about 6 months , spending hours per day on it for an emt / paramedic class .",computer,USABILITY,implicit,neutral,EAIO
it ' s extremely fast and has very little lag when opening pages or surfing the web .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
"( * cough ' quizlet ' cough * ) i use this hooked up to my mobile hotspot from my cell phone mainly , and it allows me access anywhere i have cell service .",it,CONNECTIVITY,implicit,positive,EAIO
", as it doesn ' t have large built in memory .",memory,DESIGN_FEATURES,implicit,negative,EAIO
"first time chrome os user , very streamlined and easy to use .",chrome,USABILITY,streamlined,positive,EAEO
"first time chrome os user , very streamlined and easy to use .",chrome,USABILITY,easy,positive,EAEO
"amazing battery life , i could go on .",battery,QUALITY,amazing,positive,EAEO
i can carry both of them in a reasonably sized purse and not hurt my shoulder .,implicit,PORTABILITY,reasonably,positive,IAEO
"hit the power button and plug it in , it will be ready before you are .",implicit,OPERATION_PERFORMANCE,implicit,positive,IAIO
"the plastic seems sturdy , the keys don ' t stick * , the mousepad feels pleasant .",plastic,QUALITY,sturdy,positive,EAEO
"the plastic seems sturdy , the keys don ' t stick * , the mousepad feels pleasant .",keys,QUALITY,',positive,EAEO
"the plastic seems sturdy , the keys don ' t stick * , the mousepad feels pleasant .",mousepad,DESIGN_FEATURES,pleasant,positive,EAEO
"it doesn ' t get super loud , but for normal usage situations it ' s fine .",implicit,OPERATION_PERFORMANCE,fine,neutral,IAEO
- it does slow down noticeably if you ' re doing too much at once .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
"if i have a video call going on facebook messenger , chrome will take three or four seconds to respond .",implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
"if you ' re going to be doing a lot of heavy lifting , this might not be the chromebook for you .",chromebook,OPERATION_PERFORMANCE,implicit,negative,EAIO
"overall , the problems are fairly minor and for the price i ' m happy with what i got .",implicit,PRICE,happy,positive,IAEO
"i ' m travelling overseas with it , and it goes everywhere i do and does everything i do - except i can no longer multitask and annoy my mother in video calls !",implicit,USABILITY,implicit,positive,IAIO
the 4gb / 32gb version is fast and smooth and has enough storage space for your work documents and e - books for ready access when no internet is available .,4gb,OPERATION_PERFORMANCE,fast,positive,EAEO
the 4gb / 32gb version is fast and smooth and has enough storage space for your work documents and e - books for ready access when no internet is available .,4gb,OPERATION_PERFORMANCE,smooth,positive,EAEO
the 4gb / 32gb version is fast and smooth and has enough storage space for your work documents and e - books for ready access when no internet is available .,storage,OPERATION_PERFORMANCE,implicit,positive,EAIO
5 pound laptop with its nine hour battery life .,laptop,DESIGN_FEATURES,implicit,positive,EAIO
5 pound laptop with its nine hour battery life .,battery,OPERATION_PERFORMANCE,implicit,positive,EAIO
i * love * it !,implicit,GENERAL,love,positive,IAEO
"i have been using samsung chromebooks for 5 years , my 2012 chromebook was finally hard to charge , but it might have had something to do with having been dropped several times , and still running great , but hard to charge .",2012,GENERAL,great,positive,EAEO
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",samsung,DESIGN_FEATURES,love,positive,EAEO
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",samsung,DESIGN_FEATURES,no,positive,EAEO
"* love * the feel and look of it , no complaints at all , samsung chromebooks are amazing !",samsung,GENERAL,amazing,positive,EAEO
"makes a huge difference in the customer service you ' ll get , and amazon ' s is outstanding !",amazon,GENERAL,outstanding,positive,EAEO
"this is completely different , feels solid , looks great , operates like a great samsung chromebook should , and for $ 169 , you just can ' t go wrong .",samsung,GENERAL,great,positive,EAEO
"this is completely different , feels solid , looks great , operates like a great samsung chromebook should , and for $ 169 , you just can ' t go wrong .",samsung,DESIGN_FEATURES,solid,positive,EAEO
"this is completely different , feels solid , looks great , operates like a great samsung chromebook should , and for $ 169 , you just can ' t go wrong .",samsung,DESIGN_FEATURES,great,positive,EAEO
"this is completely different , feels solid , looks great , operates like a great samsung chromebook should , and for $ 169 , you just can ' t go wrong .",samsung,OPERATION_PERFORMANCE,implicit,positive,EAIO
"chromebooks do not have a cd / dvd drive or some other features of higher end laptops , but i love them ! )",chromebooks,DESIGN_FEATURES,love,positive,EAEO
it does what i need it to do and with a sd card the memory is greatly improved .,memory,OPERATION_PERFORMANCE,greatly,positive,EAEO
"i will say this , if you ' re not doing video production and just need basic computering , these chromebooks are everything .",chromebooks,GENERAL,implicit,positive,EAIO
they ' re affordable .,implicit,PRICE,affordable,positive,IAEO
they are lightweight and easy to carry .,implicit,DESIGN_FEATURES,lightweight,positive,IAEO
they are lightweight and easy to carry .,implicit,DESIGN_FEATURES,easy,positive,IAEO
"once you get accustomed to the interface , you realize they do everything you need .",implicit,OPERATION_PERFORMANCE,implicit,positive,IAIO
it was easy to set up .,implicit,USABILITY,easy,positive,IAEO
it ' s lightweight .,implicit,DESIGN_FEATURES,lightweight,positive,IAEO
it looks nice .,implicit,DESIGN_FEATURES,nice,positive,IAEO
and it was a very good price .,implicit,PRICE,good,positive,IAEO
great price - i always buy the warranty .,implicit,PRICE,great,positive,IAEO
great price - i always buy the warranty .,warranty,GENERAL,implicit,positive,EAIO
excellent for those uses .,implicit,USABILITY,excellent,positive,IAEO
"i have had my chromebook for 4 years still works great for internet , netflix , adult education classes .",chromebook,OPERATION_PERFORMANCE,great,positive,EAEO
fast shipping too !,shipping,QUALITY,fast,positive,EAEO
google is amazing .,google,GENERAL,amazing,positive,EAEO
it ' s all about google but my kids really like it .,google,GENERAL,like,positive,EAEO
she had no trouble learning how to use it .,implicit,USABILITY,implicit,positive,IAIO
this laptop is perfect for all my school work and is budget friendly as well !,laptop,USABILITY,perfect,positive,EAEO
this laptop is perfect for all my school work and is budget friendly as well !,laptop,PRICE,friendly,positive,EAEO
i can bring it anywhere because of how small it is : $,implicit,PORTABILITY,implicit,positive,IAIO
"it is perfect for his college courses , work and fun .",implicit,USABILITY,perfect,positive,IAEO
i ' m using this device to run a small etsy business and its perfect for my needs .,device,OPERATION_PERFORMANCE,perfect,positive,EAEO
it ' s fast and very easy to use if you are familiar with google drive .,implicit,USABILITY,easy,positive,IAEO
"what ' s more , the price was perfect as a small investment into my small business .",implicit,PRICE,perfect,positive,IAEO
it is a good product at an affordable price .,product,GENERAL,good,positive,EAEO
it is a good product at an affordable price .,implicit,PRICE,affordable,positive,IAEO
this chromebook was one of the best gift to my grandauther .,chromebook,GENERAL,best,positive,EAEO
it is a good product to buy .,product,GENERAL,good,positive,EAEO
if you wan na spend a couple hundred for a laptop this is deffanently worth it .,laptop,GENERAL,worth,positive,EAEO
setting it up is awkward because it ' s chrome .,chrome,USABILITY,awkward,negative,EAEO
the home screen is blank with a customizable photo that you can add but that ' s it .,home,OPERATION_PERFORMANCE,implicit,neutral,EAIO
love it !,implicit,GENERAL,love,positive,IAEO
it arrived as promised and was exactly as described .,implicit,QUALITY,implicit,positive,IAIO
they loved them and said they worked perfectly .,implicit,GENERAL,loved,positive,IAEO
they loved them and said they worked perfectly .,implicit,OPERATION_PERFORMANCE,perfectly,positive,IAEO
one of my favorite things i own,implicit,GENERAL,favorite,positive,IAEO
if you do n ' t need a full blown laptop this is a good choice .,laptop,GENERAL,good,positive,EAEO
the speakers on at the front on bottom so sound quality isn ' t the best .,speakers,QUALITY,',neutral,EAEO
the speakers on at the front on bottom so sound quality isn ' t the best .,sound,QUALITY,',neutral,EAEO
"battery life is great for reviewing adobe forms and web surfing , pretty good for youtube videos .",battery,OPERATION_PERFORMANCE,great,positive,EAEO
"battery life is great for reviewing adobe forms and web surfing , pretty good for youtube videos .",battery,OPERATION_PERFORMANCE,good,positive,EAEO
my only issue is the wifi likes to randomly turn off then back on .,wifi,CONNECTIVITY,implicit,negative,EAIO
i was very surprised at how fast it came .,implicit,OPERATION_PERFORMANCE,surprised,positive,IAEO
i was very surprised at how fast it came .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
the only problem is that there is no caps lock button on the keyboard .,caps,DESIGN_FEATURES,implicit,negative,EAIO
the only problem is that there is no caps lock button on the keyboard .,keyboard,DESIGN_FEATURES,implicit,negative,EAIO
other than that it has been great so far !,implicit,GENERAL,great,positive,IAEO
i am sooooo glad i bought this one !,implicit,GENERAL,glad,positive,IAEO
simple and nothing complicated about it .,implicit,USABILITY,simple,positive,IAEO
he has thoroughly enjoyed it,implicit,GENERAL,enjoyed,positive,IAEO
i am very happy with this purchase .,implicit,GENERAL,happy,positive,IAEO
"the battery seriously lasts as long as i need it , and i ' m one to forget to charge it .",battery,OPERATION_PERFORMANCE,implicit,positive,EAIO
"although lightweight and less expensive , the lack of sensitivity of the touchpad makes using this with ease kind of frustrating .",touchpad,USABILITY,lightweight,positive,EAEO
"although lightweight and less expensive , the lack of sensitivity of the touchpad makes using this with ease kind of frustrating .",touchpad,PRICE,less,positive,EAEO
"although lightweight and less expensive , the lack of sensitivity of the touchpad makes using this with ease kind of frustrating .",touchpad,OPERATION_PERFORMANCE,frustrating,negative,EAEO
worked as it should .,implicit,OPERATION_PERFORMANCE,implicit,neutral,IAIO
"not as much i can do on it , but it is adequate .",implicit,GENERAL,adequate,positive,IAEO
screen is a bit small for me .,screen,DESIGN_FEATURES,small,negative,EAEO
"i had hoped that doubling the ram would increase performance a bit , but it seems to run exactly the same .",ram,OPERATION_PERFORMANCE,implicit,neutral,EAIO
"which , to be sure , is great , i had just hoped for something slightly more agile .",implicit,GENERAL,great,positive,IAEO
"i would buy again , especially at this price .",implicit,PRICE,implicit,positive,IAIO
"google docs are getting so good and user friendly who needs office anymore , content accessible anywhere , just takes a little time to get used to but once you realize all the benefits chromebook is a great choice .",google,OPERATION_PERFORMANCE,good,positive,EAEO
"google docs are getting so good and user friendly who needs office anymore , content accessible anywhere , just takes a little time to get used to but once you realize all the benefits chromebook is a great choice .",google,OPERATION_PERFORMANCE,friendly,positive,EAEO
"google docs are getting so good and user friendly who needs office anymore , content accessible anywhere , just takes a little time to get used to but once you realize all the benefits chromebook is a great choice .",chromebook,QUALITY,great,positive,EAEO
great cheap tool for web development ( using linux ) and everyday internet usage .,tool,PRICE,cheap,positive,EAEO
every additional feature would be unnecessary for my personal usage .,implicit,DESIGN_FEATURES,implicit,positive,IAIO
love these chromebooks !,chromebooks,GENERAL,love,positive,EAEO
"i find this chrome book is so much easy to use , it start up fast it is light weight ready to carry when traveling .",chrome,USABILITY,easy,positive,EAEO
"i find this chrome book is so much easy to use , it start up fast it is light weight ready to carry when traveling .",chrome,OPERATION_PERFORMANCE,fast,positive,EAEO
"i find this chrome book is so much easy to use , it start up fast it is light weight ready to carry when traveling .",chrome,PORTABILITY,light,positive,EAEO
i can use this for school .,implicit,USABILITY,implicit,neutral,IAIO
this is exactly what i need and nothing more .,implicit,GENERAL,implicit,positive,IAIO
i like this chromebook a lot .,chromebook,GENERAL,like,positive,EAEO
it is very helpful and it is very fast .,implicit,GENERAL,helpful,positive,IAEO
it is very helpful and it is very fast .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
the battery will last a full day or two so it ' s very good for a middle school student .,battery,OPERATION_PERFORMANCE,good,positive,EAEO
the only thing is that it does ' t have too much storage room .,implicit,GENERAL,implicit,negative,IAIO
i do n ' t think 16 gb is enough .,implicit,DESIGN_FEATURES,implicit,negative,IAIO
greatest thing i ' ve bought myself in a long time .,implicit,GENERAL,greatest,positive,IAEO
such a perfect little computer .,computer,GENERAL,perfect,positive,EAEO
not happy that the l and the quotation mark key no longer work unless i bang on them .,l,QUALITY,not,negative,EAEO
excellent chromebooks !,chromebooks,GENERAL,excellent,positive,EAEO
we purchased 6 of these chromebooks for our organization and they work very well .,chromebooks,OPERATION_PERFORMANCE,well,positive,EAEO
battery life is excellent and our students love them !,battery,GENERAL,excellent,positive,EAEO
battery life is excellent and our students love them !,battery,GENERAL,love,positive,EAEO
great machine for all my needs .,machine,GENERAL,great,positive,EAEO
easiest computer to start up ever .,computer,USABILITY,easiest,positive,EAEO
easiest computer to start up ever .,start,USABILITY,easiest,positive,EAEO
"original order arrived with damaged screen ; however , i contacted amazon and 2 days later i had the replacement .",screen,QUALITY,damaged,negative,EAEO
"original order arrived with damaged screen ; however , i contacted amazon and 2 days later i had the replacement .",amazon,QUALITY,implicit,positive,EAIO
it works great for what i need .,implicit,OPERATION_PERFORMANCE,great,positive,IAEO
"screen is not amazing but for the price , it gets the job done fine .",screen,GENERAL,not,neutral,EAEO
"screen is not amazing but for the price , it gets the job done fine .",implicit,PRICE,fine,positive,IAEO
the battery life is outstanding and the quality is great .,battery,OPERATION_PERFORMANCE,outstanding,positive,EAEO
the battery life is outstanding and the quality is great .,implicit,QUALITY,great,positive,IAEO
"although the sound is not that good , this device replaced my ipad and i have never missed it !",device,GENERAL,implicit,positive,EAIO
he likes it,implicit,GENERAL,likes,positive,IAEO
this computer has a great battery life and it is just like every other computer just smaller size and it is a great brand name .,computer,DESIGN_FEATURES,implicit,neutral,EAIO
this computer has a great battery life and it is just like every other computer just smaller size and it is a great brand name .,computer,GENERAL,implicit,positive,EAIO
its is small and lite and the battery dose last long .,implicit,DESIGN_FEATURES,small,positive,IAEO
its is small and lite and the battery dose last long .,implicit,DESIGN_FEATURES,lite,positive,IAEO
its is small and lite and the battery dose last long .,battery,OPERATION_PERFORMANCE,implicit,positive,EAIO
for the price i think it ' s just fine .,implicit,PRICE,fine,positive,IAEO
this is perfect for my needs .,implicit,GENERAL,perfect,positive,IAEO
"i am able to write , look up facts on the internet , and it has a pretty good battery life .",battery,GENERAL,good,positive,EAEO
great for what i use it for .,implicit,GENERAL,great,positive,IAEO
"only used it a short while , but it seems like a sturdy nice little laptop .",laptop,QUALITY,sturdy,positive,EAEO
"only used it a short while , but it seems like a sturdy nice little laptop .",laptop,GENERAL,nice,positive,EAEO
i bought this for a light user and it seems like the chrome os is going to work well for her - simple and quick .,chrome,OPERATION_PERFORMANCE,well,positive,EAEO
i bought this for a light user and it seems like the chrome os is going to work well for her - simple and quick .,chrome,OPERATION_PERFORMANCE,simple,positive,EAEO
i bought this for a light user and it seems like the chrome os is going to work well for her - simple and quick .,chrome,OPERATION_PERFORMANCE,quick,positive,EAEO
i ' m satisfied with the product .,product,GENERAL,satisfied,positive,EAEO
i love it .,implicit,GENERAL,love,positive,IAEO
love it !,implicit,GENERAL,love,positive,IAEO
screen resolution could be slightly better .,screen,OPERATION_PERFORMANCE,better,positive,EAEO
"very satisfied with simplicity of use , the streamlining of the google products , and the considerable battery life .",implicit,USABILITY,satisfied,positive,IAEO
"very satisfied with simplicity of use , the streamlining of the google products , and the considerable battery life .",google,DESIGN_FEATURES,satisfied,positive,EAEO
"very satisfied with simplicity of use , the streamlining of the google products , and the considerable battery life .",battery,OPERATION_PERFORMANCE,considerable,positive,EAEO
battery life is superb,battery,OPERATION_PERFORMANCE,superb,positive,EAEO
picked this up as something light and easy to carry around for working on personal coding projects while riding the bus .,implicit,PORTABILITY,light,positive,IAEO
picked this up as something light and easy to carry around for working on personal coding projects while riding the bus .,implicit,PORTABILITY,easy,positive,IAEO
he ' s very happy with it .,implicit,GENERAL,happy,positive,IAEO
great little computer .,computer,GENERAL,great,positive,EAEO
great little computer .,computer,GENERAL,great,positive,EAEO
good screen definition .,screen,GENERAL,good,positive,EAEO
