Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",shoes,appearance#form,she loves the look,positive,EAEO
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",the adidas white band above the sole,performance#durability,cracked after wearing it 3 times .,negative,EAEO
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",the adidas white band above the sole,appearance#shoe component,cracked after wearing it 3 times .,negative,EAEO
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",both shoes,appearance#shoe component,have multiple cracks,negative,EAEO
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",null,cost/value,makes me regret paying so much for such poor quality materials,negative,IAEO
"they were a gift to my wife . most comfortable shoes she ' s had and she loves the look . on the negative , the adidas white band above the sole cracked after wearing it 3 times . both shoes have multiple cracks in the front now . makes me regret paying so much for such poor quality materials .",materials,appearance#material,makes me regret paying so much for such poor quality materials,negative,EAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",new sneakers,contextofuse#purchase\_context,so excited to receive,positive,EAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",new sneakers,performance#sizing/fit,"i tried them on , they were huge",negative,EAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",null,contextofuse#purchase\_context,i ordered my normal size,neutral,IAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",sides,appearance#shoe component,"too big on toe , too big on sides",negative,EAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",toe,appearance#shoe component,"too big on toe , too big on sides",negative,EAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",null,performance#sizing/fit,"too big on toe , too big on sides",negative,IAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",null,cost/value,have to return,negative,IAEO
"i was so excited to receive my new sneakers and when i tried them on , they were huge ! i ordered my normal size , womans 7 . too big on toe , too big on sides . i definitely have to return . very unhappy .",null,general,very unhappy,negative,IAEO
"i really wanted to have some white adidas , however , these shoes fit better on those that have larger ankles . they look good , but i feel you ' d be better off with other white pairs compared to this .",adidas,contextofuse#purchase\_context,i really wanted to have some white adidas,neutral,EAEO
"i really wanted to have some white adidas , however , these shoes fit better on those that have larger ankles . they look good , but i feel you ' d be better off with other white pairs compared to this .",white,appearance#color,i really wanted to have some white adidas,positive,EAEO
"i really wanted to have some white adidas , however , these shoes fit better on those that have larger ankles . they look good , but i feel you ' d be better off with other white pairs compared to this .",shoes,performance#sizing/fit,fit better on those that have larger ankles,positive,EAEO
"i really wanted to have some white adidas , however , these shoes fit better on those that have larger ankles . they look good , but i feel you ' d be better off with other white pairs compared to this .",shoes,appearance#form,fit better on those that have larger ankles,positive,EAEO
"i really wanted to have some white adidas , however , these shoes fit better on those that have larger ankles . they look good , but i feel you ' d be better off with other white pairs compared to this .",null,appearance#general,"they look good , but i feel you ' d be better off with other white pairs compared to this",negative,IAEO
sending these back . the quality on these are a joke ! super disappointed .,null,cost/value,sending these back,negative,IAEO
sending these back . the quality on these are a joke ! super disappointed .,null,appearance#misc,quality on these are a joke,negative,IAEO
sending these back . the quality on these are a joke ! super disappointed .,null,general,super disappointed,negative,IAEO
"extremely comfortable . i love the way they look , just wish i would ' ve gone half a size smaller .",null,performance#comfort,extremely comfortable,positive,IAEO
"extremely comfortable . i love the way they look , just wish i would ' ve gone half a size smaller .",null,appearance#general,love the way they look,positive,IAEO
"extremely comfortable . i love the way they look , just wish i would ' ve gone half a size smaller .",null,performance#sizing/fit,wish i would ' ve gone half a size smaller,negative,IAEO
"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",product,cost/value,really poor quality of the product for the price,negative,EAEO
"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",null,appearance#shoe component,you could see the glue coming off within days,negative,IAEO
"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",null,contextofuse#review\_temporality,you could see the glue coming off within days,negative,IAEO
"really poor quality of the product for the price , you could see the glue coming off within days . also the gold part started peeling off .",gold part,appearance#shoe component,peeling off,negative,EAEO
sending these back . the quality on these are a joke ! super disappointed .,null,contextofuse#purchase\_context,sending these back,negative,IAEO
sending these back . the quality on these are a joke ! super disappointed .,null,appearance#misc,the quality on these are a joke,negative,IAEO
sending these back . the quality on these are a joke ! super disappointed .,null,general,super disappointed,negative,IAEO
i mean they are cute ! but not sure about the writing in the sides that i can ' t read .,null,appearance#misc,i mean they are cute,positive,IAEO
i mean they are cute ! but not sure about the writing in the sides that i can ' t read .,null,appearance#shoe component,not sure about the writing in the sides that i can ' t read,negative,IAEO
"if your looking for that perfect everyday shoe to wear to mostly every event except fancy events , this could be the one for you . . . you can dress this shoe up or down casually . . . ❤",shoe,performance#use case applicability,perfect everyday shoe to wear to mostly every event except fancy events,positive,EAEO
this shoe is a classic ! the colorway is a calm flex . nothing crazy but they look so clean . you can wear them with long pants / jeans or shorts .,shoe,general,is a classic,positive,EAEO
this shoe is a classic ! the colorway is a calm flex . nothing crazy but they look so clean . you can wear them with long pants / jeans or shorts .,null,appearance#color,colorway is a calm flex,positive,IAEO
this shoe is a classic ! the colorway is a calm flex . nothing crazy but they look so clean . you can wear them with long pants / jeans or shorts .,null,appearance#general,nothing crazy but they look so clean,positive,IAEO
this shoe is a classic ! the colorway is a calm flex . nothing crazy but they look so clean . you can wear them with long pants / jeans or shorts .,null,contextofuse#use case,you can wear them with long pants / jeans or shorts,positive,IAEO
the size was too small . i am waiting for a refund so i can pruchase another size .,null,performance#sizing/fit,the size was too small,negative,IAEO
the size was too small . i am waiting for a refund so i can pruchase another size .,null,contextofuse#purchase\_context,i am waiting for a refund so i can pruchase another size,neutral,IAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoes,general,i really like,positive,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoes,contextofuse#review\_temporality,wearing them nonstop for the last 2 weeks,neutral,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoes,contextofuse#review\_temporality,i didn ' t give 5 stars because i haven ' t had them very long,neutral,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoe,performance#durability,the seams on the top side of the shoe just below the ankle are starting to ravel,negative,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",seams on the top side,appearance#shoe component,the seams on the top side of the shoe just below the ankle are starting to ravel,negative,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoe,performance#durability,wouldn ' t think this is a defect with this style,negative,EAEO
"although i really like these shoes i didn ' t give 5 stars because i haven ' t had them very long ( i ' ve been wearing them nonstop for the last 2 weeks ) and the seams on the top side of the shoe just below the ankle are starting to ravel , i wouldn ' t think this is a defect with this style ; not sure , but i like them so much that i would order them again .",shoe,cost/value,i like them so much that i would order them again,positive,EAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,null,performance#comfort,i feel something in my right foot sole of inner and outer,negative,IAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,right foot sole of inner and outer,appearance#form,i feel something in my right foot sole of inner and outer,negative,EAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,shoe,appearance#misc,don ' t know if it ' s defective shoe or too small for my right foot,negative,EAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,shoe,performance#sizing/fit,don ' t know if it ' s defective shoe or too small for my right foot,negative,EAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,null,appearance#form,my left foot is fine,neutral,IAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,shoes,performance#comfort,i also expected more cushion on these shoes but just like other typical shoes,negative,EAEO
i feel something in my right foot sole of inner and outer . i don ' t know if it ' s defective shoe or too small for my right foot . my left foot is fine . i also expected more cushion on these shoes but just like other typical shoes .,cushion,appearance#shoe component,i also expected more cushion on these shoes but just like other typical shoes,negative,EAEO
comfortable and stylish . i will be getting another pair soon !,null,performance#comfort,comfortable and stylish,positive,IAEO
comfortable and stylish . i will be getting another pair soon !,null,appearance#general,comfortable and stylish,positive,IAEO
comfortable and stylish . i will be getting another pair soon !,null,cost/value,i will be getting another pair soon,positive,IAEO
"well , we never got to try the golf shoes as we were sent one shoe which was size 7 and the other was a 7 ½ . we sent them back two weeks ago and haven ' t heard anything back from nb since . very disappointing to say the least . would like a picture as proof ?",shoe,performance#sizing/fit,sent one shoe which was size 7 and the other was a 7 ½,negative,EAEO
"well , we never got to try the golf shoes as we were sent one shoe which was size 7 and the other was a 7 ½ . we sent them back two weeks ago and haven ' t heard anything back from nb since . very disappointing to say the least . would like a picture as proof ?",shoe,contextofuse#purchase\_context,sent one shoe which was size 7 and the other was a 7 ½,negative,EAEO
"well , we never got to try the golf shoes as we were sent one shoe which was size 7 and the other was a 7 ½ . we sent them back two weeks ago and haven ' t heard anything back from nb since . very disappointing to say the least . would like a picture as proof ?",null,contextofuse#purchase\_context,sent them back two weeks ago and haven ' t heard anything back from nb since,negative,IAEO
"well , we never got to try the golf shoes as we were sent one shoe which was size 7 and the other was a 7 ½ . we sent them back two weeks ago and haven ' t heard anything back from nb since . very disappointing to say the least . would like a picture as proof ?",null,general,very disappointing,negative,IAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",stan smiths,contextofuse#review\_temporality,i ' ve been getting stan smiths for 35 years,neutral,EAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",shoes,appearance#material,vegan material shoes are terrible,negative,EAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",stan smiths,contextofuse#purchase\_context,please offer the leather,neutral,EAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",stan smiths,appearance#material,please offer the leather,neutral,EAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",stan smith ' s,contextofuse#purchase\_context,please do not sell them on your website as original,negative,EAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",null,general,not original,negative,IAEO
"i ' ve been getting stan smiths for 35 years . these vegan material shoes are terrible . please offer the leather stan smiths and please do not sell them on your website as original stan smith ' s . they are not original . call them "" eco "" stan smith ' s . thanks , frank",null,contextofuse#purchase\_context,"call them "" eco "" stan smith ' s",neutral,IAEO
torn in the 2nd time i put it on feet . . . it fits perfect . . .,null,performance#durability,torn in the 2nd time i put it on,negative,IAEO
torn in the 2nd time i put it on feet . . . it fits perfect . . .,null,performance#sizing/fit,fits perfect,negative,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",sneaker,appearance#material,it ' s the original leather,neutral,EAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,but easy to keep white and clean,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#general,iconic looks,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,performance#comfort,surprisingly still comfortable,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,not made of real leather anymore,negative,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",sneaker,appearance#material,original leather,neutral,EAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,performance#comfort,still comfortable after all of these years,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,contextofuse#review\_temporality,still comfortable after all of these years,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#general,iconic looks,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,easy to keep white and clean,positive,IAEO
"it ' s the original leather sneaker . not made of real leather anymore , but easy to keep white and clean , iconic looks , and surprisingly still comfortable after all of these years .",null,appearance#material,not made of real leather anymore,negative,IAEO
"love the subtle kermit design on the side . also the "" it ain ' t easy being green "" on the back is a nice touch",kermit design,appearance#shoe component,love the subtle kermit design on the side,positive,EAEO
"love the subtle kermit design on the side . also the "" it ain ' t easy being green "" on the back is a nice touch",""" it ain ' t easy being green """,appearance#shoe component,nice touch,positive,EAEO
"understated but still great star wars shoes . yoda looks so great and irl you have to look close to notice they ' re not regular stan smiths but when you do , yoda looks awesome .",shoes,misc,understated but still great star wars shoes,positive,EAEO
not bad for an all white sneaker . main con was the tongue . it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,sneaker,appearance#general,not bad for an all white sneaker,positive,EAEO
not bad for an all white sneaker . main con was the tongue . it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,tongue,appearance#shoe component,main con was the tongue,negative,EAEO
not bad for an all white sneaker . main con was the tongue . it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,null,appearance#form,it simply was too long and didn ' t flatter my foot or any pants that i paired it with,negative,IAEO
not bad for an all white sneaker . main con was the tongue . it simply was too long and didn ' t flatter my foot or any pants that i paired it with .,null,contextofuse#use case,it simply was too long and didn ' t flatter my foot or any pants that i paired it with,negative,IAEO
"thought these were for stan lee , it turned out to be a different stan and that ' s on me adidas . decent shoe tho",null,contextofuse#purchase\_context,"thought these were for stan lee , it turned out to be a different stan and that ' s on me adidas",negative,IAEO
"thought these were for stan lee , it turned out to be a different stan and that ' s on me adidas . decent shoe tho",shoe,general,decent shoe tho,positive,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use . should have leather options for those of us that still prefer them .",stan smith shoes,appearance#general,love the look,positive,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use . should have leather options for those of us that still prefer them .",stan smith shoes,appearance#material,"however , i am not a fan of the recycled material they now use",negative,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use . should have leather options for those of us that still prefer them .",leather,contextofuse#purchase\_context,should have leather options for those of us that still prefer them,negative,EAEO
"love the look of stan smith shoes , however , i am not a fan of the recycled material they now use . should have leather options for those of us that still prefer them .",null,appearance#material,should have leather options for those of us that still prefer them,negative,IAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",stan smith,appearance#material,i ' m so bummed that there is no leather choice,negative,EAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",stan smith,contextofuse#purchase\_context,i ' m so bummed that there is no leather choice,negative,EAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",null,performance#general,make my feet sweat and my feet never sweat,negative,IAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",null,appearance#material,what happens when you wrap your foot in plastic,negative,IAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",leather uppers,appearance#material,for the price these should have leather uppers,negative,EAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",null,cost/value,for the price these should have leather uppers,negative,IAEO
"i ' m so bummed that there is no leather choice in the stan smith . these make my feet sweat and my feet never sweat , but that ' s what happens when you wrap your foot in plastic . for the price these should have leather uppers . very disappointed .",null,general,very disappointed,negative,IAEO
"happy with my stan smith ! finally got one in all white . so simple in design , will go with any style . it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",stan smith,general,happy with my,positive,EAEO
"happy with my stan smith ! finally got one in all white . so simple in design , will go with any style . it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",null,appearance#color,got one in all white,positive,IAEO
"happy with my stan smith ! finally got one in all white . so simple in design , will go with any style . it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",null,appearance#general,so simple in design,positive,IAEO
"happy with my stan smith ! finally got one in all white . so simple in design , will go with any style . it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",null,contextofuse#use case,will go with any style,positive,IAEO
"happy with my stan smith ! finally got one in all white . so simple in design , will go with any style . it ' s not just ordinary white shoes , it ' s the one and only classic stan smith !",stan smith,appearance#color,not just ordinary white shoes,positive,EAEO
nice shoes but are to big . shoud of gotten a smaller size .,shoes,appearance#general,nice shoes,positive,EAEO
nice shoes but are to big . shoud of gotten a smaller size .,shoes,performance#sizing/fit,are to big,negative,EAEO
nice shoes but are to big . shoud of gotten a smaller size .,null,contextofuse#purchase\_context,shoud of gotten a smaller size,negative,IAEO
i own the white / green stan smith and they fit great . these must be built on a different last . the shoe is wider and deeper in the toe box . the vamp creases too much . it ' s a bummer since i was looking for the all black for months .,white / green stan smith,performance#sizing/fit,they fit great,positive,EAEO
i own the white / green stan smith and they fit great . these must be built on a different last . the shoe is wider and deeper in the toe box . the vamp creases too much . it ' s a bummer since i was looking for the all black for months .,shoe,appearance#form,is wider and deeper in the toe box,neutral,EAEO
i own the white / green stan smith and they fit great . these must be built on a different last . the shoe is wider and deeper in the toe box . the vamp creases too much . it ' s a bummer since i was looking for the all black for months .,shoe,performance#sizing/fit,is wider and deeper in the toe box,neutral,EAEO
i own the white / green stan smith and they fit great . these must be built on a different last . the shoe is wider and deeper in the toe box . the vamp creases too much . it ' s a bummer since i was looking for the all black for months .,vamp,appearance#shoe component,creases too much,negative,EAEO
i own the white / green stan smith and they fit great . these must be built on a different last . the shoe is wider and deeper in the toe box . the vamp creases too much . it ' s a bummer since i was looking for the all black for months .,all black,contextofuse#review\_temporality,it ' s a bummer since i was looking for the all black for months,negative,EAEO
"standard quality , comfort , and fit for a stan smith . black and white color way is clean . fit is true to size . adidas , bring back the boost on the stan !",stan smith,general,"standard quality , comfort , and fit for a stan smith",positive,EAEO
"standard quality , comfort , and fit for a stan smith . black and white color way is clean . fit is true to size . adidas , bring back the boost on the stan !",black and white color,appearance#color,is clean,positive,EAEO
"standard quality , comfort , and fit for a stan smith . black and white color way is clean . fit is true to size . adidas , bring back the boost on the stan !",null,performance#sizing/fit,fit is true to size,positive,IAEO
"standard quality , comfort , and fit for a stan smith . black and white color way is clean . fit is true to size . adidas , bring back the boost on the stan !",boost on the stan,appearance#shoe component,bring back the boost on the stan,neutral,EAEO
this shoe is very nice . it matches with anything really . you ever wanna change your style of fit ? i recommend to start with something like these,shoe,general,very nice,positive,EAEO
this shoe is very nice . it matches with anything really . you ever wanna change your style of fit ? i recommend to start with something like these,null,contextofuse#use case,matches with anything,positive,IAEO
this shoe is very nice . it matches with anything really . you ever wanna change your style of fit ? i recommend to start with something like these,null,appearance#general,matches with anything,positive,IAEO
this shoe is very nice . it matches with anything really . you ever wanna change your style of fit ? i recommend to start with something like these,null,performance#general,recommend to start with something like these,positive,IAEO
bad poor quality . . . really is ugly no look perfect quality and very simple shoe,shoe,appearance#misc,bad poor quality,negative,EAEO
bad poor quality . . . really is ugly no look perfect quality and very simple shoe,shoe,appearance#general,ugly,negative,EAEO
bad poor quality . . . really is ugly no look perfect quality and very simple shoe,shoe,performance#durability,no look perfect quality,negative,EAEO
bad poor quality . . . really is ugly no look perfect quality and very simple shoe,shoe,appearance#form,very simple,neutral,EAEO
love these shoes ! great design and comfortable . wish they made these in kids sizes too !,shoes,performance#general,love these,positive,EAEO
love these shoes ! great design and comfortable . wish they made these in kids sizes too !,null,appearance#general,great design,positive,IAEO
love these shoes ! great design and comfortable . wish they made these in kids sizes too !,null,performance#comfort,comfortable,positive,IAEO
love these shoes ! great design and comfortable . wish they made these in kids sizes too !,kids sizes,contextofuse#purchase\_context,wish they made these in kids sizes too,neutral,EAEO
nice colors and very comfortable if you have narrow feet . my feet are slightly wide so i just have to wear a lil more to break them in,null,appearance#color,nice colors,positive,IAEO
nice colors and very comfortable if you have narrow feet . my feet are slightly wide so i just have to wear a lil more to break them in,null,performance#comfort,very comfortable if you have narrow feet,positive,IAEO
nice colors and very comfortable if you have narrow feet . my feet are slightly wide so i just have to wear a lil more to break them in,null,appearance#form,very comfortable if you have narrow feet,positive,IAEO
nice colors and very comfortable if you have narrow feet . my feet are slightly wide so i just have to wear a lil more to break them in,null,performance#general,have to wear a lil more to break them in,neutral,IAEO
"i have been wearing brooks , adrenalines for about 6 years and absolutely love them . the most recent pair i have purchased is very squeaky though .","brooks , adrenalines",contextofuse#review\_temporality,"wearing brooks , adrenalines for about 6 years",neutral,EAEO
"i have been wearing brooks , adrenalines for about 6 years and absolutely love them . the most recent pair i have purchased is very squeaky though .","brooks , adrenalines",general,absolutely love,positive,EAEO
"i have been wearing brooks , adrenalines for about 6 years and absolutely love them . the most recent pair i have purchased is very squeaky though .",null,contextofuse#purchase\_context,recent pair i have purchased is very squeaky though,neutral,IAEO
"i have been wearing brooks , adrenalines for about 6 years and absolutely love them . the most recent pair i have purchased is very squeaky though .",null,performance#use case applicability,recent pair i have purchased is very squeaky though,negative,IAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,brooks,performance#use case applicability,usually i ' m very happy with my brooks but these have given me blisters,negative,EAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,brooks,appearance#form,hurt the top of my left foot no matter what i try,negative,EAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,null,contextofuse#use case,road jogger,neutral,IAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,null,performance#use case applicability,go 5 - 6miles but can ' t even do one with these,negative,IAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,null,contextofuse#usage frequency,i will go back to my last version,negative,IAEO
usually i ' m very happy with my brooks but these have given me blisters and hurt the top of my left foot no matter what i try . i ' m a road jogger and typically go 5 - 6miles but can ' t even do one with these . i will go back to my last version . very expensive disappointment .,null,cost/value,very expensive disappointment,negative,IAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",brooks,contextofuse#purchase\_context,first time buying brooks,positive,EAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",null,performance#use case applicability,i was hesitant because i am not really an avid runner,positive,IAEO
"first time buying brooks . i was hesitant because i am not really an avid runner . thiis shoe more than meets my needs for running and at the same time it looks good too . the adrenaline gts 21 is comfortable and provides support . the only disappointment that i had was that i wanted another pair and they were out of them , lesson learned if they become available again i will definitely buy another pair .",null,contextofuse#use case,i was hesitant because i am not really an avid runner,positive,IAEO
